# mapping: NCBI2GTDB.tsv.gz	bytes=2895086	sha256=761d5537a7ed
# taxa=583	varying=18
ncbi_id	label	aggregate_id	aggregate_frac	aggregate_named_id	aggregate_named_frac	deepest_id	deepest_frac	deepest_named_id	deepest_named_frac	varies	distinct_answers
NCBITaxon:1176259	Pseudomonas songnenensis	GTDB:s__Stutzerimonas_songnenensis	1.0	GTDB:s__Stutzerimonas_songnenensis	1.0	GTDB:s__Stutzerimonas_songnenensis	1.0	GTDB:s__Stutzerimonas_songnenensis	1.0		1
NCBITaxon:1179	Desmonostoc muscorum	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1183412	Agrobacterium deltae	GTDB:s__Agrobacterium_leguminum	1.0	GTDB:s__Agrobacterium_leguminum	1.0	GTDB:s__Agrobacterium_leguminum	1.0	GTDB:s__Agrobacterium_leguminum	1.0		1
NCBITaxon:118562	Limnospira platensis	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:118667	Bordetella sp. M1-6	NONE		NONE		NONE		NONE			1
NCBITaxon:118669	Pseudoxanthomonas sp. M1-3	NONE		NONE		NONE		NONE			1
NCBITaxon:119060	Burkholderiaceae	GTDB:f__Burkholderiaceae	1.0	GTDB:f__Burkholderiaceae	1.0	GTDB:f__Burkholderiaceae	0.999	GTDB:f__Burkholderiaceae	1.0		1
NCBITaxon:119219	Cupriavidus metallidurans	GTDB:s__Cupriavidus_metallidurans	1.0	GTDB:s__Cupriavidus_metallidurans	1.0	GTDB:s__Cupriavidus_metallidurans	1.0	GTDB:s__Cupriavidus_metallidurans	1.0		1
NCBITaxon:119484	Syntrophobacter fumaroxidans	GTDB:s__Syntrophobacter_fumaroxidans	1.0	GTDB:s__Syntrophobacter_fumaroxidans	1.0	GTDB:s__Syntrophobacter_fumaroxidans	1.0	GTDB:s__Syntrophobacter_fumaroxidans	1.0		1
NCBITaxon:119532	Microcoleus vaginatus	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:119977	Acidithiobacillus	GTDB:g__Acidithiobacillus	0.724	GTDB:g__Acidithiobacillus	0.745	GTDB:g__Acidithiobacillus	0.819	GTDB:g__Acidithiobacillus	0.888		1
NCBITaxon:120961	Roseiflexus	GTDB:g__Roseiflexus	1.0	GTDB:g__Roseiflexus	1.0	GTDB:g__Roseiflexus	1.0	GTDB:g__Roseiflexus	1.0		1
NCBITaxon:121039	Ferrimicrobium acidiphilum	GTDB:s__Ferrimicrobium_acidiphilum	1.0	GTDB:s__Ferrimicrobium_acidiphilum	1.0	GTDB:s__Ferrimicrobium_acidiphilum	1.0	GTDB:s__Ferrimicrobium_acidiphilum	1.0		1
NCBITaxon:1215089	Planococcus halocryophilus	GTDB:s__Planococcus_halocryophilus	1.0	GTDB:s__Planococcus_halocryophilus	1.0	GTDB:s__Planococcus_halocryophilus	1.0	GTDB:s__Planococcus_halocryophilus	1.0		1
NCBITaxon:1218105	Cupriavidus necator NBRC 102504	GTDB:s__Cupriavidus_necator_D	1.0	GTDB:s__Cupriavidus_necator_D	1.0	GTDB:s__Cupriavidus_necator_D	1.0	GTDB:s__Cupriavidus_necator_D	1.0		1
NCBITaxon:1219	Prochlorococcus marinus	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1224	Pseudomonadota	GTDB:p__Pseudomonadota	1.0	GTDB:p__Pseudomonadota	1.0	GTDB:p__Pseudomonadota	1.0	GTDB:p__Pseudomonadota	1.0		1
NCBITaxon:1234	Nitrospira	AMBIGUOUS		GTDB:g__Nitrospira_D	0.81	AMBIGUOUS		GTDB:g__Nitrospira_D	0.81	VARIES	2
NCBITaxon:1236	Gammaproteobacteria	GTDB:c__Gammaproteobacteria	1.0	GTDB:c__Gammaproteobacteria	1.0	GTDB:c__Gammaproteobacteria	1.0	GTDB:c__Gammaproteobacteria	1.0		1
NCBITaxon:1239	Bacillota	GTDB:p__Bacillota_A	0.55	GTDB:p__Bacillota_A	0.501	GTDB:p__Bacillota_A	0.746	GTDB:p__Bacillota_A	0.734		1
NCBITaxon:1243	Leuconostoc	GTDB:g__Leuconostoc	0.99	GTDB:g__Leuconostoc	0.99	GTDB:g__Leuconostoc	0.995	GTDB:g__Leuconostoc	0.994		1
NCBITaxon:1245	Leuconostoc mesenteroides	GTDB:s__Leuconostoc_mesenteroides	0.99	GTDB:s__Leuconostoc_mesenteroides	0.99	GTDB:s__Leuconostoc_mesenteroides	0.99	GTDB:s__Leuconostoc_mesenteroides	0.99		1
NCBITaxon:1253	Pediococcus	GTDB:g__Pediococcus	1.0	GTDB:g__Pediococcus	1.0	GTDB:g__Pediococcus	1.0	GTDB:g__Pediococcus	1.0		1
NCBITaxon:1261393	Desulfatiglans parachlorophenolica	NONE		NONE		NONE		NONE			1
NCBITaxon:1264	Hominimerdicola alba	NONE		NONE		NONE		NONE			1
NCBITaxon:1269	Micrococcus	GTDB:g__Micrococcus	0.997	GTDB:g__Micrococcus	1.0	GTDB:g__Micrococcus	0.996	GTDB:g__Micrococcus	1.0		1
NCBITaxon:1272	Kocuria varians	NONE		NONE		NONE		NONE			1
NCBITaxon:1279	Staphylococcus	GTDB:g__Staphylococcus	0.993	GTDB:g__Staphylococcus	1.0	GTDB:g__Staphylococcus	0.963	GTDB:g__Staphylococcus	1.0		1
NCBITaxon:1280	Staphylococcus aureus	GTDB:s__Staphylococcus_aureus	1.0	GTDB:s__Staphylococcus_aureus	1.0	GTDB:s__Staphylococcus_aureus	1.0	GTDB:s__Staphylococcus_aureus	1.0		1
NCBITaxon:12916	Acidovorax	GTDB:g__Acidovorax	0.867	GTDB:g__Acidovorax	0.997	GTDB:g__Acidovorax	0.848	GTDB:g__Acidovorax	0.996		1
NCBITaxon:1303	Streptococcus oralis	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1304	Streptococcus salivarius	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1305	Streptococcus sanguinis	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1308	Streptococcus thermophilus	GTDB:s__Streptococcus_thermophilus	0.99	GTDB:s__Streptococcus_thermophilus	0.99	GTDB:s__Streptococcus_thermophilus	0.99	GTDB:s__Streptococcus_thermophilus	0.99		1
NCBITaxon:1309	Streptococcus mutans	GTDB:s__Streptococcus_mutans	1.0	GTDB:s__Streptococcus_mutans	1.0	GTDB:s__Streptococcus_mutans	1.0	GTDB:s__Streptococcus_mutans	1.0		1
NCBITaxon:131567	cellular organisms	NONE		NONE		NONE		NONE			1
NCBITaxon:1317	Streptococcus downei	GTDB:s__Streptococcus_downei	1.0	GTDB:s__Streptococcus_downei	1.0	GTDB:s__Streptococcus_downei	1.0	GTDB:s__Streptococcus_downei	1.0		1
NCBITaxon:133	Methylocystis	GTDB:g__Methylocystis	0.952	GTDB:g__Methylocystis	1.0	GTDB:g__Methylocystis	0.948	GTDB:g__Methylocystis	1.0		1
NCBITaxon:1335	Streptococcus equinus	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1335640	Clostridium saccharoperbutylacetonicum N1-4	NONE		NONE		NONE		NONE			1
NCBITaxon:1336235	Paenirhizobium selenitireducens ATCC BAA-1503	NONE		NONE		NONE		NONE			1
NCBITaxon:13366	Brettanomyces	NONE		NONE		NONE		NONE			1
NCBITaxon:133926	Olsenella uli	GTDB:s__Olsenella_uli	1.0	GTDB:s__Olsenella_uli	1.0	GTDB:s__Olsenella_uli	1.0	GTDB:s__Olsenella_uli	1.0		1
NCBITaxon:134	Methylocystis parvus	GTDB:s__Methylocystis_parva	1.0	GTDB:s__Methylocystis_parva	1.0	GTDB:s__Methylocystis_parva	1.0	GTDB:s__Methylocystis_parva	1.0		1
NCBITaxon:1344414	Trichoderma reesei RUT C-30	NONE		NONE		NONE		NONE			1
NCBITaxon:1350	Enterococcus	GTDB:g__Enterococcus_B	0.596	GTDB:g__Enterococcus_B	0.598	AMBIGUOUS		AMBIGUOUS		VARIES	2
NCBITaxon:1350461	Synechococcus elongatus UTEX 2973	GTDB:s__Synechococcus_elongatus	1.0	GTDB:s__Synechococcus_elongatus	1.0	GTDB:s__Synechococcus_elongatus	1.0	GTDB:s__Synechococcus_elongatus	1.0		1
NCBITaxon:1351	Enterococcus faecalis	GTDB:s__Enterococcus_faecalis	1.0	GTDB:s__Enterococcus_faecalis	1.0	GTDB:s__Enterococcus_faecalis	1.0	GTDB:s__Enterococcus_faecalis	1.0		1
NCBITaxon:135614	Lysobacterales	GTDB:o__Xanthomonadales	1.0	GTDB:o__Xanthomonadales	1.0	GTDB:o__Xanthomonadales	0.999	GTDB:o__Xanthomonadales	1.0		1
NCBITaxon:135619	Oceanospirillales	GTDB:o__Pseudomonadales	0.968	GTDB:o__Pseudomonadales	0.974	GTDB:o__Pseudomonadales	0.966	GTDB:o__Pseudomonadales	0.971		1
NCBITaxon:1358	Lactococcus lactis	GTDB:s__Lactococcus_lactis	0.92	GTDB:s__Lactococcus_lactis	0.92	GTDB:s__Lactococcus_lactis	0.92	GTDB:s__Lactococcus_lactis	0.92		1
NCBITaxon:13687	Sphingomonas	GTDB:g__Sphingomonas	0.777	GTDB:g__Sphingomonas	0.736	GTDB:g__Sphingomonas	0.742	GTDB:g__Sphingomonas	0.631		1
NCBITaxon:1377992	Halovenus	GTDB:g__Halovenus	1.0	GTDB:g__Halovenus	1.0	GTDB:g__Halovenus	1.0	GTDB:g__Halovenus	1.0		1
NCBITaxon:1379858	Mucispirillum schaedleri ASF457	GTDB:s__Mucispirillum_schaedleri	1.0	GTDB:s__Mucispirillum_schaedleri	1.0	GTDB:s__Mucispirillum_schaedleri	1.0	GTDB:s__Mucispirillum_schaedleri	1.0		1
NCBITaxon:138074	Serratia symbiotica	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1384459	Methyloceanibacter caenitepidi	GTDB:s__Methyloceanibacter_caenitepidi	1.0	GTDB:s__Methyloceanibacter_caenitepidi	1.0	GTDB:s__Methyloceanibacter_caenitepidi	1.0	GTDB:s__Methyloceanibacter_caenitepidi	1.0		1
NCBITaxon:1386	Bacillus <firmicutes>	GTDB:g__Bacillus	0.508	GTDB:g__Bacillus	0.57	AMBIGUOUS		GTDB:g__Bacillus_A	0.531	VARIES	3
NCBITaxon:1396	Bacillus cereus	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1398	Heyndrickxia coagulans	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1401	Paenibacillus lautus	GTDB:s__Paenibacillus_lautus	1.0	GTDB:s__Paenibacillus_lautus	1.0	GTDB:s__Paenibacillus_lautus	1.0	GTDB:s__Paenibacillus_lautus	1.0		1
NCBITaxon:1402	Bacillus licheniformis	GTDB:s__Bacillus_licheniformis	0.98	GTDB:s__Bacillus_licheniformis	0.98	GTDB:s__Bacillus_licheniformis	0.98	GTDB:s__Bacillus_licheniformis	0.98		1
NCBITaxon:1404	Priestia megaterium	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1421	Lysinibacillus sphaericus	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:142182	Gemmatimonadota	GTDB:p__Gemmatimonadota	1.0	GTDB:p__Gemmatimonadota	1.0	GTDB:p__Gemmatimonadota	1.0	GTDB:p__Gemmatimonadota	1.0		1
NCBITaxon:1423	Bacillus subtilis	GTDB:s__Bacillus_subtilis	0.91	GTDB:s__Bacillus_subtilis	0.91	GTDB:s__Bacillus_subtilis	0.91	GTDB:s__Bacillus_subtilis	0.91		1
NCBITaxon:1428	Bacillus thuringiensis	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1432792	Methylocaldum marinum	GTDB:s__Methylocaldum_marinum	1.0	GTDB:s__Methylocaldum_marinum	1.0	GTDB:s__Methylocaldum_marinum	1.0	GTDB:s__Methylocaldum_marinum	1.0		1
NCBITaxon:1434011	Komagataeibacter	GTDB:g__Komagataeibacter	0.973	GTDB:g__Komagataeibacter	1.0	GTDB:g__Komagataeibacter	0.948	GTDB:g__Komagataeibacter	1.0		1
NCBITaxon:1434019	Mameliella	GTDB:g__Mameliella	0.905	GTDB:g__Mameliella	1.0	GTDB:g__Mameliella	0.905	GTDB:g__Mameliella	1.0		1
NCBITaxon:1436290	Candidatus Symbiobacter mobilis	GTDB:s__Symbiobacter_mobilis	1.0	GTDB:s__Symbiobacter_mobilis	1.0	GTDB:s__Symbiobacter_mobilis	1.0	GTDB:s__Symbiobacter_mobilis	1.0		1
NCBITaxon:145262	Methanothermobacter thermautotrophicus	GTDB:s__Methanothermobacter_thermautotrophicus	1.0	GTDB:s__Methanothermobacter_thermautotrophicus	1.0	GTDB:s__Methanothermobacter_thermautotrophicus	1.0	GTDB:s__Methanothermobacter_thermautotrophicus	1.0		1
NCBITaxon:1462422	Candidatus Parvarchaeota	NONE		NONE		NONE		NONE			1
NCBITaxon:146918	Salinibacter	GTDB:g__Salinibacter	1.0	GTDB:g__Salinibacter	1.0	GTDB:g__Salinibacter	1.0	GTDB:g__Salinibacter	1.0		1
NCBITaxon:1485	Clostridium	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		GTDB:g__Otoolea	0.504	VARIES	2
NCBITaxon:1492	Clostridium butyricum	GTDB:s__Clostridium_butyricum	0.97	GTDB:s__Clostridium_butyricum	0.97	GTDB:s__Clostridium_butyricum	0.97	GTDB:s__Clostridium_butyricum	0.97		1
NCBITaxon:149698	Massilia	GTDB:g__Telluria	0.905	GTDB:g__Telluria	1.0	GTDB:g__Telluria	0.905	GTDB:g__Telluria	1.0		1
NCBITaxon:1501	Clostridium pasteurianum	GTDB:s__Clostridium_I_pasteurianum	1.0	GTDB:s__Clostridium_I_pasteurianum	1.0	GTDB:s__Clostridium_I_pasteurianum	1.0	GTDB:s__Clostridium_I_pasteurianum	1.0		1
NCBITaxon:1501972	Brevundimonas sp. R3	NONE		NONE		NONE		NONE			1
NCBITaxon:1515	Acetivibrio thermocellus	GTDB:s__Hungateiclostridium_thermocellum	1.0	GTDB:s__Hungateiclostridium_thermocellum	1.0	GTDB:s__Hungateiclostridium_thermocellum	1.0	GTDB:s__Hungateiclostridium_thermocellum	1.0		1
NCBITaxon:1517	Thermoanaerobacterium thermosaccharolyticum	GTDB:s__Thermoanaerobacterium_thermosaccharolyticum	1.0	GTDB:s__Thermoanaerobacterium_thermosaccharolyticum	1.0	GTDB:s__Thermoanaerobacterium_thermosaccharolyticum	1.0	GTDB:s__Thermoanaerobacterium_thermosaccharolyticum	1.0		1
NCBITaxon:151783	Cupriavidus campinensis	GTDB:s__Cupriavidus_campinensis	1.0	GTDB:s__Cupriavidus_campinensis	1.0	GTDB:s__Cupriavidus_campinensis	1.0	GTDB:s__Cupriavidus_campinensis	1.0		1
NCBITaxon:1519	Clostridium tyrobutyricum	GTDB:s__Clostridium_B_tyrobutyricum	0.97	GTDB:s__Clostridium_B_tyrobutyricum	0.97	GTDB:s__Clostridium_B_tyrobutyricum	0.97	GTDB:s__Clostridium_B_tyrobutyricum	0.97		1
NCBITaxon:1521	Ruminiclostridium cellulolyticum	GTDB:s__Ruminiclostridium_cellulolyticum	1.0	GTDB:s__Ruminiclostridium_cellulolyticum	1.0	GTDB:s__Ruminiclostridium_cellulolyticum	1.0	GTDB:s__Ruminiclostridium_cellulolyticum	1.0		1
NCBITaxon:1521555	Eucapsis	NONE		NONE		NONE		NONE			1
NCBITaxon:1534	Clostridium kluyveri	GTDB:s__Clostridium_B_kluyveri	1.0	GTDB:s__Clostridium_B_kluyveri	1.0	GTDB:s__Clostridium_B_kluyveri	1.0	GTDB:s__Clostridium_B_kluyveri	1.0		1
NCBITaxon:1538	Clostridium ljungdahlii	GTDB:s__Clostridium_B_ljungdahlii	1.0	GTDB:s__Clostridium_B_ljungdahlii	1.0	GTDB:s__Clostridium_B_ljungdahlii	1.0	GTDB:s__Clostridium_B_ljungdahlii	1.0		1
NCBITaxon:1546519	Sulfitobacter sp. SA11	NONE		NONE		NONE		NONE			1
NCBITaxon:1547	Thomasclavelia ramosa	GTDB:s__Thomasclavelia_ramosa	0.99	GTDB:s__Thomasclavelia_ramosa	0.99	GTDB:s__Thomasclavelia_ramosa	0.99	GTDB:s__Thomasclavelia_ramosa	0.99		1
NCBITaxon:1571157	Coniochaeta sp. 2T2.1	NONE		NONE		NONE		NONE			1
NCBITaxon:1577725	Conticribra weissflogii	NONE		NONE		NONE		NONE			1
NCBITaxon:1578	Lactobacillus	GTDB:g__Lactobacillus	0.971	GTDB:g__Lactobacillus	0.998	GTDB:g__Lactobacillus	0.941	GTDB:g__Lactobacillus	0.996		1
NCBITaxon:1582	Lacticaseibacillus casei	GTDB:s__Lacticaseibacillus_paracasei	1.0	GTDB:s__Lacticaseibacillus_paracasei	1.0	GTDB:s__Lacticaseibacillus_paracasei	1.0	GTDB:s__Lacticaseibacillus_paracasei	1.0		1
NCBITaxon:1585	Lactobacillus delbrueckii subsp. bulgaricus	GTDB:s__Lactobacillus_delbrueckii	1.0	GTDB:s__Lactobacillus_delbrueckii	1.0	GTDB:s__Lactobacillus_delbrueckii	1.0	GTDB:s__Lactobacillus_delbrueckii	1.0		1
NCBITaxon:1589	Lactiplantibacillus pentosus	GTDB:s__Lactiplantibacillus_pentosus	0.99	GTDB:s__Lactiplantibacillus_pentosus	0.99	GTDB:s__Lactiplantibacillus_pentosus	0.99	GTDB:s__Lactiplantibacillus_pentosus	0.99		1
NCBITaxon:1590	Lactiplantibacillus plantarum	GTDB:s__Lactiplantibacillus_plantarum	1.0	GTDB:s__Lactiplantibacillus_plantarum	1.0	GTDB:s__Lactiplantibacillus_plantarum	1.0	GTDB:s__Lactiplantibacillus_plantarum	1.0		1
NCBITaxon:159743	Paenibacillus terrae	NONE		NONE		NONE		NONE			1
NCBITaxon:16	Methylophilus	GTDB:g__Methylophilus	1.0	GTDB:g__Methylophilus	1.0	GTDB:g__Methylophilus	1.0	GTDB:g__Methylophilus	1.0		1
NCBITaxon:160488	Pseudomonas putida KT2440	GTDB:s__Pseudomonas_E_alloputida	1.0	GTDB:s__Pseudomonas_E_alloputida	1.0	GTDB:s__Pseudomonas_E_alloputida	1.0	GTDB:s__Pseudomonas_E_alloputida	1.0		1
NCBITaxon:1605331	Microbacterium sp. UYFA68	NONE		NONE		NONE		NONE			1
NCBITaxon:160808	Acidithiobacillus ferrivorans	GTDB:s__Acidithiobacillus_ferrivorans	0.95	GTDB:s__Acidithiobacillus_ferrivorans	0.95	GTDB:s__Acidithiobacillus_ferrivorans	0.95	GTDB:s__Acidithiobacillus_ferrivorans	0.95		1
NCBITaxon:161493	Anaeromyxobacter dehalogenans	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:1646340	Kosakonia pseudosacchari	GTDB:s__Kosakonia_pseudosacchari	1.0	GTDB:s__Kosakonia_pseudosacchari	1.0	GTDB:s__Kosakonia_pseudosacchari	1.0	GTDB:s__Kosakonia_pseudosacchari	1.0		1
NCBITaxon:1655	Actinomyces naeslundii	GTDB:s__Actinomyces_naeslundii	0.96	GTDB:s__Actinomyces_naeslundii	0.96	GTDB:s__Actinomyces_naeslundii	0.96	GTDB:s__Actinomyces_naeslundii	0.96		1
